Price,Area_sqft,Bedrooms,Bathrooms,Stories,MainRoad_Access,GuestRoom,Basement,HotWater_Heating,AirConditioning,Parking_Spaces,Preferred_Area,Furnishing_Status,Price_per_sqft
3353000,2700,3,1,1,0,0,0,0,0,0,0,2,1241.85
3332000,2145,3,1,2,1,0,1,0,0,0,1,2,1553.38
3325000,4040,2,1,1,1,0,0,0,0,1,0,0,823.02
3325000,4775,4,1,2,1,0,0,0,0,0,0,0,696.34
3290000,2500,2,1,1,0,0,0,0,1,0,0,0,1316.0
3290000,3180,4,1,2,1,0,1,0,1,0,0,0,1034.59
3290000,6060,3,1,1,1,1,1,0,0,0,0,2,542.9
3290000,3480,4,1,2,0,0,0,0,0,1,0,1,945.4
3290000,3792,4,1,2,1,0,0,0,0,0,0,1,867.62
3290000,4040,2,1,1,1,0,0,0,0,0,0,0,814.36
3290000,2145,3,1,2,1,0,1,0,0,0,1,2,1533.8
3290000,5880,3,1,1,1,0,0,0,0,1,0,0,559.52
3255000,4500,2,1,1,0,0,0,0,0,0,0,1,723.33
3255000,3930,2,1,1,0,0,0,0,0,0,0,0,828.24
3234000,3640,4,1,2,1,0,1,0,0,0,0,0,888.46
3220000,4370,3,1,2,1,0,0,0,0,0,0,0,736.84
3220000,2684,2,1,1,1,0,0,0,1,1,0,0,1199.7
3220000,4320,3,1,1,0,0,0,0,0,1,0,0,745.37
3220000,3120,3,1,2,0,0,0,0,0,0,0,2,1032.05
3150000,3450,1,1,1,1,0,0,0,0,0,0,2,913.04
3150000,3986,2,2,1,0,1,1,0,0,1,0,0,790.27
3150000,3500,2,1,1,0,0,1,0,0,0,0,1,900.0
3150000,4095,2,1,1,1,0,0,0,0,2,0,1,769.23
3150000,1650,3,1,2,0,0,1,0,0,0,0,0,1909.09
3150000,3450,3,1,2,1,0,1,0,0,0,0,1,913.04
3150000,6750,2,1,1,1,0,0,0,0,0,0,1,466.67
3150000,9000,3,1,2,1,0,0,0,0,2,0,1,350.0
3150000,3069,2,1,1,1,0,0,0,0,1,0,0,1026.39
3143000,4500,3,1,2,1,0,0,0,1,0,0,0,698.44
3129000,5495,3,1,1,1,0,1,0,0,0,0,0,569.43
3118850,2398,3,1,1,1,0,0,0,0,0,1,1,1300.6
3115000,3000,3,1,1,0,0,0,0,1,0,0,0,1038.33
3115000,3850,3,1,2,1,0,0,0,0,0,0,0,809.09
3115000,3500,2,1,1,1,0,0,0,0,0,0,0,890.0
3087000,8100,2,1,1,1,0,0,0,0,1,0,0,381.11
3080000,4960,2,1,1,1,0,1,0,1,0,0,0,620.97
3080000,2160,3,1,2,0,0,1,0,0,0,0,1,1425.93
3080000,3090,2,1,1,1,1,1,0,0,0,0,0,996.76
3080000,4500,2,1,2,1,0,0,1,0,1,0,1,684.44
3045000,3800,2,1,1,1,0,0,0,0,0,0,0,801.32
3010000,3090,3,1,2,0,0,0,0,0,0,0,1,974.11
3010000,3240,3,1,2,1,0,0,0,0,2,0,1,929.01
3010000,2835,2,1,1,1,0,0,0,0,0,0,1,1061.73
3010000,4600,2,1,1,1,0,0,0,0,0,0,2,654.35
3010000,5076,3,1,1,0,0,0,0,0,0,0,0,592.99
3010000,3750,3,1,2,1,0,0,0,0,0,0,0,802.67
3010000,3630,4,1,2,1,0,0,0,0,3,0,1,829.2
3003000,8050,2,1,1,1,0,0,0,0,0,0,0,373.04
2975000,4352,4,1,2,0,0,0,0,0,1,0,0,683.59
2961000,3000,2,1,2,1,0,0,0,0,0,0,1,987.0
2940000,5850,3,1,2,1,0,1,0,0,1,0,0,502.56
2940000,4960,2,1,1,1,0,0,0,0,0,0,0,592.74
2940000,3600,3,1,2,0,0,0,0,0,1,0,0,816.67
2940000,3660,4,1,2,0,0,0,0,0,0,0,0,803.28
2940000,3480,3,1,2,0,0,0,0,0,1,0,1,844.83
2940000,2700,2,1,1,0,0,0,0,0,0,0,2,1088.89
2940000,3150,3,1,2,0,0,0,0,0,0,0,0,933.33
2940000,6615,3,1,2,1,0,0,0,0,0,0,1,444.44
2870000,3040,2,1,1,0,0,0,0,0,0,0,0,944.08
2870000,3630,2,1,1,1,0,0,0,0,0,0,0,790.63
2870000,6000,2,1,1,1,0,0,0,0,0,0,1,478.33
2870000,5400,4,1,2,1,0,0,0,0,0,0,0,531.48
2852500,5200,4,1,3,1,0,0,0,0,0,0,0,548.56
2835000,3300,3,1,2,0,0,0,0,0,1,0,1,859.09
2835000,4350,3,1,2,0,0,0,1,0,1,0,0,651.72
2835000,2640,2,1,1,0,0,0,0,0,1,0,2,1073.86
2800000,2650,3,1,2,1,0,1,0,0,1,0,0,1056.6
2800000,3960,3,1,1,1,0,0,0,0,0,0,2,707.07
2730000,6800,2,1,1,1,0,0,0,0,0,0,0,401.47
2730000,4000,3,1,2,1,0,0,0,0,1,0,0,682.5
2695000,4000,2,1,1,1,0,0,0,0,0,0,0,673.75
2660000,3934,2,1,1,1,0,0,0,0,0,0,0,676.16
2660000,2000,2,1,2,1,0,0,0,0,0,0,1,1330.0
2660000,3630,3,3,2,0,1,0,0,0,0,0,0,732.78
2660000,2800,3,1,1,1,0,0,0,0,0,0,0,950.0
2660000,2430,3,1,1,0,0,0,0,0,0,0,0,1094.65
2660000,3480,2,1,1,1,0,0,0,0,1,0,1,764.37
2660000,4000,3,1,1,1,0,0,0,0,0,0,1,665.0
2653000,3185,2,1,1,1,0,0,0,1,0,0,0,832.97
2653000,4000,3,1,2,1,0,0,0,1,0,0,0,663.25
2604000,2910,2,1,1,0,0,0,0,0,0,0,0,894.85
2590000,3600,2,1,1,1,0,0,0,0,0,0,0,719.44
2590000,4400,2,1,1,1,0,0,0,0,0,0,0,588.64
2590000,3600,2,2,2,1,0,1,0,0,1,0,2,719.44
2520000,2880,3,1,1,0,0,0,0,0,0,0,0,875.0
2520000,3180,3,1,1,0,0,0,0,0,0,0,0,792.45
2520000,3000,2,1,2,1,0,0,0,0,0,0,2,840.0
2485000,4400,3,1,2,1,0,0,0,0,0,0,0,564.77
2485000,3000,3,1,2,0,0,0,0,0,0,0,1,828.33
2450000,3210,3,1,2,1,0,1,0,0,0,0,0,763.24
2450000,3240,2,1,1,0,1,0,0,0,1,0,0,756.17
2450000,3000,2,1,1,1,0,0,0,0,1,0,0,816.67
2450000,3500,2,1,1,1,1,0,0,0,0,0,0,700.0
2450000,4840,2,1,2,1,0,0,0,0,0,0,0,506.2
2450000,7700,2,1,1,1,0,0,0,0,0,0,0,318.18
2408000,3635,2,1,1,0,0,0,0,0,0,0,0,662.45
2380000,2475,3,1,2,1,0,0,0,0,0,0,2,961.62
2380000,2787,4,2,2,1,0,0,0,0,0,0,2,853.96
2380000,3264,2,1,1,1,0,0,0,0,0,0,0,729.17
2345000,3640,2,1,1,1,0,0,0,0,0,0,0,644.23
2310000,3180,2,1,1,1,0,0,0,0,0,0,0,726.42
2275000,1836,2,1,1,0,0,1,0,0,0,0,1,1239.11
2275000,3970,1,1,1,0,0,0,0,0,0,0,0,573.05
2275000,3970,3,1,2,1,0,1,0,0,0,0,0,573.05
2240000,1950,3,1,1,0,0,0,1,0,0,0,0,1148.72
2233000,5300,3,1,1,0,0,0,0,1,0,1,0,421.32
2135000,3000,2,1,1,0,0,0,0,0,0,0,0,711.67
2100000,2400,3,1,2,1,0,0,0,0,0,0,0,875.0
2100000,3000,4,1,2,1,0,0,0,0,0,0,0,700.0
2100000,3360,2,1,1,1,0,0,0,0,1,0,0,625.0
1960000,3420,5,1,2,0,0,0,0,0,0,0,0,573.1
1890000,1700,3,1,2,1,0,0,0,0,0,0,0,1111.76
1890000,3649,2,1,1,1,0,0,0,0,0,0,0,517.95
1855000,2990,2,1,1,0,0,0,0,0,1,0,0,620.4
1820000,3000,2,1,1,1,0,1,0,0,2,0,0,606.67
1767150,2400,3,1,1,0,0,0,0,0,0,0,1,736.31
1750000,3620,2,1,1,1,0,0,0,0,0,0,0,483.43
1750000,2910,3,1,1,0,0,0,0,0,0,0,2,601.37
1750000,3850,3,1,2,1,0,0,0,0,0,0,0,454.55
